server_name,environment,region,timestamp,cpu_usage,memory_usage,query_time_ms,active_connections,status
DB-STAGE-01,Staging,eu-central-1,2024-06-13 11:45:00,59.2,80.11,10.67,196,Warning
DB-QA-01,QA,ap-south-1,2024-06-13 11:45:00,34.65,46.37,27.82,115,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 12:00:00,31.43,71.03,70.25,32,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 12:00:00,76.49,74.66,6.48,145,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-13 12:00:00,46.6,69.73,84.99,113,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 12:00:00,73.47,38.47,10.27,92,Warning
DB-PROD-01,Production,us-east-1,2024-06-13 12:15:00,31.67,37.4,13.59,90,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 12:15:00,50.35,64.44,16.54,137,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 12:15:00,29.85,67.51,16.79,67,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 12:15:00,50.62,39.97,26.17,198,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 12:30:00,45.43,27.36,6.47,158,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 12:30:00,62.42,49.31,24.03,168,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 12:30:00,55.98,61.73,50.02,46,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 12:30:00,45.84,95.0,91.44,99,Critical
DB-PROD-01,Production,us-east-1,2024-06-13 12:45:00,55.09,57.53,49.45,129,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 12:45:00,44.62,41.15,21.85,78,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 12:45:00,21.27,29.65,86.48,136,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 12:45:00,35.45,36.63,7.66,24,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 13:00:00,22.98,36.67,92.66,23,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 13:00:00,26.45,31.53,82.1,138,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 13:00:00,49.29,49.6,112.1,178,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 13:00:00,49.79,68.65,46.56,93,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 13:15:00,53.74,38.04,122.11,161,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 13:15:00,18.46,41.13,1.2,40,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 13:15:00,59.49,35.49,2.05,39,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 13:15:00,32.82,90.16,232.6,101,Critical
DB-PROD-01,Production,us-east-1,2024-06-13 13:30:00,65.12,57.13,19.54,101,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 13:30:00,37.06,62.04,0.18,127,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 13:30:00,23.37,69.16,22.94,15,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 13:30:00,40.36,92.13,24.08,117,Critical
DB-PROD-01,Production,us-east-1,2024-06-13 13:45:00,23.69,40.38,6.53,18,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 13:45:00,20.12,36.85,28.9,68,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 13:45:00,64.4,65.42,22.15,52,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 13:45:00,31.41,73.04,41.48,39,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 14:00:00,25.94,53.59,103.31,187,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 14:00:00,22.29,51.06,146.65,124,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 14:00:00,43.44,44.02,13.26,127,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 14:00:00,37.46,72.17,87.58,15,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 14:15:00,14.95,49.0,30.07,75,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 14:15:00,31.23,60.03,94.67,67,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 14:15:00,40.4,66.1,0.13,192,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 14:15:00,35.96,40.94,78.04,126,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 14:30:00,28.37,24.92,41.78,137,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 14:30:00,31.28,67.16,86.21,171,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 14:30:00,37.0,62.2,5.27,179,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 14:30:00,13.63,64.01,126.5,149,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 14:45:00,30.74,67.86,43.11,124,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 14:45:00,20.1,52.51,26.96,61,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 14:45:00,38.35,78.55,71.35,26,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 14:45:00,45.28,34.51,6.0,153,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 15:00:00,14.54,72.95,53.47,182,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 15:00:00,22.77,75.36,78.15,49,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 15:00:00,33.55,65.6,26.04,91,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 15:00:00,62.38,88.32,130.62,143,Warning
DB-PROD-01,Production,us-east-1,2024-06-13 15:15:00,75.95,37.56,96.05,187,Warning
DB-PROD-02,Production,us-west-2,2024-06-13 15:15:00,23.37,18.65,93.34,67,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 15:15:00,9.59,40.94,48.16,32,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 15:15:00,27.76,42.81,16.59,116,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 15:30:00,28.03,64.4,15.17,71,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 15:30:00,40.59,37.3,127.49,33,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 15:30:00,45.75,52.46,99.88,190,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 15:30:00,42.87,37.62,24.39,121,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 15:45:00,14.19,69.87,31.11,190,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 15:45:00,33.16,46.9,110.95,199,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 15:45:00,52.01,48.18,54.76,58,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 15:45:00,75.42,76.47,11.19,83,Warning
DB-PROD-01,Production,us-east-1,2024-06-13 16:00:00,60.71,44.98,29.99,120,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 16:00:00,65.04,54.09,19.14,121,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 16:00:00,44.73,50.07,106.6,121,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 16:00:00,43.04,44.71,64.14,63,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 16:15:00,47.48,42.23,30.12,79,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 16:15:00,29.01,29.15,33.52,41,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 16:15:00,36.09,44.19,52.49,63,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 16:15:00,5.0,83.88,18.33,135,Warning
DB-PROD-01,Production,us-east-1,2024-06-13 16:30:00,10.85,80.89,18.74,69,Warning
DB-PROD-02,Production,us-west-2,2024-06-13 16:30:00,17.13,60.84,273.4,72,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 16:30:00,35.61,58.19,54.85,64,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 16:30:00,7.08,54.61,43.61,187,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 16:45:00,22.79,63.43,5.61,84,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 16:45:00,35.84,46.95,0.9,46,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 16:45:00,28.92,57.67,167.25,177,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 16:45:00,68.02,61.84,77.53,60,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 17:00:00,22.86,80.11,54.18,21,Warning
DB-PROD-02,Production,us-west-2,2024-06-13 17:00:00,5.0,75.85,74.1,21,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 17:00:00,26.88,59.53,7.13,39,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 17:00:00,19.94,49.31,44.83,156,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 17:15:00,65.82,83.53,57.07,196,Warning
DB-PROD-02,Production,us-west-2,2024-06-13 17:15:00,43.7,38.64,2.89,150,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 17:15:00,40.66,52.49,142.7,104,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 17:15:00,38.95,46.07,29.35,104,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 17:30:00,56.46,63.32,12.73,187,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 17:30:00,46.05,17.06,71.86,19,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 17:30:00,73.93,53.25,10.69,92,Warning
DB-QA-01,QA,ap-south-1,2024-06-13 17:30:00,80.18,53.43,4.48,64,Warning
DB-PROD-01,Production,us-east-1,2024-06-13 17:45:00,37.23,16.49,168.68,13,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 17:45:00,38.99,55.82,49.91,146,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 17:45:00,19.34,63.88,8.26,126,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 17:45:00,44.97,51.0,51.86,46,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 18:00:00,51.13,52.26,92.41,105,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 18:00:00,21.05,51.19,17.39,110,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 18:00:00,52.83,33.16,85.19,165,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 18:00:00,44.99,68.84,59.16,35,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 18:15:00,54.71,51.78,21.13,54,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 18:15:00,37.44,41.22,34.99,36,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 18:15:00,19.85,41.47,18.05,101,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 18:15:00,15.97,34.95,2.65,82,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 18:30:00,69.15,48.03,4.25,48,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 18:30:00,58.48,77.54,51.78,61,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 18:30:00,35.87,77.0,0.98,70,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 18:30:00,6.9,53.7,9.2,130,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 18:45:00,35.19,52.03,7.47,34,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 18:45:00,37.83,70.48,48.88,67,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 18:45:00,36.56,43.99,45.07,115,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 18:45:00,65.15,80.63,3.35,42,Warning
DB-PROD-01,Production,us-east-1,2024-06-13 19:00:00,35.02,40.28,2.02,34,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 19:00:00,19.81,92.9,55.02,104,Critical
DB-STAGE-01,Staging,eu-central-1,2024-06-13 19:00:00,43.63,28.42,35.57,118,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 19:00:00,18.64,61.33,18.9,189,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 19:15:00,21.01,77.49,16.49,175,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 19:15:00,35.56,61.58,8.41,176,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 19:15:00,21.42,29.4,118.37,71,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 19:15:00,36.18,38.79,169.04,168,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 19:30:00,58.66,56.09,40.11,86,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 19:30:00,53.96,13.68,5.09,17,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 19:30:00,36.47,25.72,36.21,109,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 19:30:00,64.39,53.27,20.92,115,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 19:45:00,47.3,63.08,13.2,180,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 19:45:00,50.64,45.45,40.54,196,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 19:45:00,5.0,45.9,38.15,82,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 19:45:00,5.0,58.01,19.38,135,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 20:00:00,58.57,70.19,53.12,60,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 20:00:00,20.83,46.37,25.82,122,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 20:00:00,57.84,56.41,10.01,27,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 20:00:00,45.37,37.28,121.18,189,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 20:15:00,20.65,39.36,100.45,99,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 20:15:00,72.69,52.05,22.34,63,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-13 20:15:00,9.27,94.9,52.38,121,Critical
DB-QA-01,QA,ap-south-1,2024-06-13 20:15:00,37.59,46.5,206.69,190,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 20:30:00,75.73,49.13,138.35,81,Warning
DB-PROD-02,Production,us-west-2,2024-06-13 20:30:00,36.14,67.5,11.66,114,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 20:30:00,71.06,55.47,5.47,176,Warning
DB-QA-01,QA,ap-south-1,2024-06-13 20:30:00,50.68,74.51,18.93,25,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 20:45:00,37.78,85.28,5.82,31,Warning
DB-PROD-02,Production,us-west-2,2024-06-13 20:45:00,57.88,79.3,37.24,153,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 20:45:00,48.25,44.11,84.01,33,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 20:45:00,33.48,87.62,84.29,15,Warning
DB-PROD-01,Production,us-east-1,2024-06-13 21:00:00,11.09,41.81,100.87,141,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 21:00:00,5.0,51.97,31.54,83,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 21:00:00,54.54,46.39,31.3,31,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 21:00:00,41.96,70.43,232.17,174,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 21:15:00,64.39,38.34,94.89,39,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 21:15:00,64.24,44.11,43.89,187,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 21:15:00,64.19,77.38,117.27,72,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 21:15:00,28.7,64.44,38.03,138,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 21:30:00,42.28,59.7,26.49,108,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 21:30:00,46.13,19.48,31.38,42,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 21:30:00,35.79,63.24,71.47,53,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 21:30:00,50.68,53.76,9.64,166,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 21:45:00,60.14,53.99,13.78,146,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 21:45:00,82.58,57.19,41.43,64,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-13 21:45:00,19.6,52.04,122.31,46,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 21:45:00,36.23,61.23,140.53,121,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 22:00:00,10.77,48.86,28.12,74,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 22:00:00,35.2,68.97,89.42,39,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 22:00:00,41.71,51.97,85.44,118,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 22:00:00,53.01,56.07,0.28,104,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 22:15:00,54.62,61.42,137.11,98,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 22:15:00,10.48,77.4,54.81,55,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 22:15:00,51.06,10.0,5.54,89,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 22:15:00,5.0,61.29,28.74,29,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 22:30:00,19.24,66.64,19.45,180,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 22:30:00,19.39,30.67,31.15,129,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 22:30:00,41.76,86.6,87.38,183,Warning
DB-QA-01,QA,ap-south-1,2024-06-13 22:30:00,33.48,59.71,1.29,64,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 22:45:00,62.21,62.45,69.84,63,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 22:45:00,64.29,67.84,15.86,91,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 22:45:00,44.37,55.1,33.71,148,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 22:45:00,50.64,73.24,36.7,149,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 23:00:00,21.65,61.1,25.3,112,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 23:00:00,38.42,56.2,145.87,138,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 23:00:00,35.69,63.44,62.93,64,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 23:00:00,29.33,61.45,4.98,92,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 23:15:00,18.43,67.5,120.22,119,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 23:15:00,18.34,51.36,64.23,166,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 23:15:00,20.17,41.81,126.45,70,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 23:15:00,17.24,37.93,0.44,175,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 23:30:00,64.17,41.52,48.91,174,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 23:30:00,78.48,53.96,1.73,107,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-13 23:30:00,5.0,60.6,6.58,154,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 23:30:00,60.67,28.93,96.99,48,Healthy
DB-PROD-01,Production,us-east-1,2024-06-13 23:45:00,37.85,78.27,77.78,67,Healthy
DB-PROD-02,Production,us-west-2,2024-06-13 23:45:00,61.13,30.48,118.05,91,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-13 23:45:00,63.65,49.5,3.73,154,Healthy
DB-QA-01,QA,ap-south-1,2024-06-13 23:45:00,5.0,17.07,18.16,133,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 00:00:00,65.48,40.75,37.14,32,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 00:00:00,46.7,60.47,25.22,158,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 00:00:00,57.86,37.79,200.59,144,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 00:00:00,40.74,34.2,11.39,95,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 00:15:00,84.68,50.31,104.44,84,Warning
DB-PROD-02,Production,us-west-2,2024-06-14 00:15:00,47.33,62.81,24.43,80,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 00:15:00,45.9,41.21,48.33,198,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 00:15:00,51.04,55.92,40.17,164,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 00:30:00,24.92,42.08,4.43,150,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 00:30:00,24.85,79.22,171.4,26,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 00:30:00,59.03,31.45,7.13,193,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 00:30:00,54.96,36.57,3.15,146,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 00:45:00,64.24,62.82,140.04,33,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 00:45:00,35.57,63.28,3.76,145,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 00:45:00,25.53,56.9,43.34,33,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 00:45:00,37.13,33.77,121.28,196,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 01:00:00,51.64,76.4,11.74,11,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 01:00:00,68.19,70.61,3.01,81,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 01:00:00,83.64,44.08,163.18,116,Warning
DB-QA-01,QA,ap-south-1,2024-06-14 01:00:00,80.69,76.95,13.77,142,Warning
DB-PROD-01,Production,us-east-1,2024-06-14 01:15:00,27.63,58.1,0.32,190,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 01:15:00,66.62,49.91,16.55,80,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 01:15:00,11.13,47.76,36.1,16,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 01:15:00,39.56,44.44,16.16,197,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 01:30:00,39.3,50.75,52.17,173,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 01:30:00,64.41,53.95,25.72,141,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 01:30:00,44.55,38.64,46.25,156,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 01:30:00,75.15,48.89,2.61,100,Warning
DB-PROD-01,Production,us-east-1,2024-06-14 01:45:00,58.6,39.27,131.88,80,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 01:45:00,38.48,47.72,83.39,28,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 01:45:00,75.59,63.34,287.57,191,Warning
DB-QA-01,QA,ap-south-1,2024-06-14 01:45:00,76.17,30.93,12.2,24,Warning
DB-PROD-01,Production,us-east-1,2024-06-14 02:00:00,5.0,74.58,7.73,123,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 02:00:00,56.58,48.99,74.72,81,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 02:00:00,19.78,58.01,9.37,199,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 02:00:00,36.25,61.13,101.09,70,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 02:15:00,46.91,64.89,61.62,163,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 02:15:00,36.88,50.15,18.29,185,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 02:15:00,22.05,85.05,201.4,81,Warning
DB-QA-01,QA,ap-south-1,2024-06-14 02:15:00,19.41,34.03,32.04,31,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 02:30:00,54.52,57.72,8.85,82,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 02:30:00,56.22,69.07,4.54,155,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 02:30:00,30.55,50.18,26.34,150,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 02:30:00,39.56,54.77,60.13,130,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 02:45:00,71.68,28.66,61.21,77,Warning
DB-PROD-02,Production,us-west-2,2024-06-14 02:45:00,36.17,63.41,22.73,12,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 02:45:00,38.94,63.39,42.24,113,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 02:45:00,55.05,46.01,1.44,17,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 03:00:00,38.7,64.0,6.95,110,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 03:00:00,14.32,71.32,15.44,161,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 03:00:00,56.03,64.66,64.62,123,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 03:00:00,83.29,22.53,13.87,77,Warning
DB-PROD-01,Production,us-east-1,2024-06-14 03:15:00,62.85,49.83,24.75,50,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 03:15:00,39.68,21.87,148.8,31,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 03:15:00,30.72,47.94,8.92,199,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 03:15:00,57.25,27.49,45.16,89,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 03:30:00,50.66,44.59,78.36,183,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 03:30:00,39.57,66.34,49.56,44,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 03:30:00,71.54,42.43,4.6,52,Warning
DB-QA-01,QA,ap-south-1,2024-06-14 03:30:00,20.5,58.14,60.25,11,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 03:45:00,49.77,37.88,44.63,166,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 03:45:00,84.23,72.02,11.63,84,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-14 03:45:00,53.05,65.24,75.61,129,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 03:45:00,23.63,51.81,14.85,24,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 04:00:00,20.44,47.86,20.49,150,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 04:00:00,27.64,67.68,20.04,194,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 04:00:00,20.04,69.66,19.52,121,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 04:00:00,49.43,61.96,80.05,84,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 04:15:00,33.29,56.82,77.19,80,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 04:15:00,67.98,64.31,13.21,91,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 04:15:00,25.45,73.26,7.26,151,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 04:15:00,41.48,61.3,30.96,38,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 04:30:00,49.95,55.49,116.72,80,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 04:30:00,36.08,67.46,13.1,25,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 04:30:00,46.72,51.9,0.68,104,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 04:30:00,40.98,45.0,10.6,174,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 04:45:00,16.0,35.45,30.17,173,Healthy
DB-PROD-02,Production,us-west-2,2024-06-14 04:45:00,32.01,57.57,2.0,131,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-14 04:45:00,12.99,58.8,57.2,22,Healthy
DB-QA-01,QA,ap-south-1,2024-06-14 04:45:00,52.0,76.89,41.62,136,Healthy
DB-PROD-01,Production,us-east-1,2024-06-14 05:00:00,27.93,77.93,3.24,99,Healthy
